3comvax	3Com Corporation	Santa Clara, CA
aaahq01	American Automobile Association, Hea	Heathrow, Florida
aablue	AA Blueprint Co., Inc.	Ohio
aardvark	Steve's Unix System, Portland	Portland, Oregon
abekas	Abekas Video Systems Inc, Redwood Ci	Redwood City, CA
abhg	ABHG Computing	Danville, CA
abode	Abode Computer Services	El Monte, CA
absolut	Absolut Software	Newton, MA
abstl	Anheuser-Busch, Inc.	St Louis, Missouri
abtcser	Abbott Labs.	Abbott Park, IL
abvax	Allen-Bradley Company, Inc.	Highland Heights O
acad	Autodesk Inc.	Sausalito, CA
acheron	Ciliophora Associates	Ossining, New York
acich	Automated Concepts, Inc. (Chicago)	Illinois
acsm	Aikido Computer Systems, Ltd.	Melville, New York
actisb	Actis in Berlin GmbH	Germany
ada3	Boeing Commercial Airplane	Seattle, WA
adaptex	Adaptec Inc.	Grapevine, Texas
adelie	Adelie Corporation	Cambridge, MA
adobe	Adobe Systems Incorporated	Mountain View, CA
adsi	Application Data Systems, Inc.	Memphis, Tennessee
aetech	Aetech, Inc.	Carlsbad, CA
agora	The Open Communication Forum	Portland, Oregon
aicchi	Analysts International Corp., Chicag	Schaumburg, IL
aim1	Aztec Information Management (Pty)	ROGGEBAAI
aimed	Acme Computing	Ontario
aimt	AIM Technology	Santa Clara, CA
ajfcal	Crafield Digital Inc.	Canada
akix	CxS Technology	San Diego, CA
alantec	Alantec Inc.	San Jose, CA
alberta	University of Alberta, Dept. of Comp	Canada
alchemy	Alchemy Software Designs	Corona, California
alembic	Alembic Computer Services Co.	McLean, Virginia
aleph	Aleph	Santa Clara, CA
alfalfa	Alfalfa Software, Inc.	Cambridge, MA
alias	Alias Research Inc.	Toronto, Ontario
allegra	AT&T Bell Laboratories	Murray Hill, NJ
alliant	Alliant Computer Systems Corporation	Littleton, MA
aloha1	Department of Electrical Engineering	Honolulu, Hawaii
alpha	Assistive Device Resource Center	Indiana USA
alps	American LP Systems, Inc.	Bohemia, New York
althea	Shakedown Street Public Access Unix	New Brunswick, NJ
altitude	Communications Accessibles Montreal	CANADA
alzabo	Midnight Software Inc.	Canada
amara	Applied Dynamics International, Inc.	Ann Arbor, MI
amc	Applied Microsystems Corporation	Redmond, WA
amc-gw	Applied Microsystems Corporation	Redmond, WA
amcad	American Academy of Arts and Science	Massachusetts
amd	Advanced Micro Devices, Inc.	Sunnyvale, CA
amdahl	Amdahl Corporation, UTS Products Gro	Sunnyvale, CA
amdcad	Ken Barry	San Jose, CA
ameritec	Ameritec Corporation / NetWatch Divi	Covina, California
ames	NASA Ames Research Center	Moffett Field, CA
amgraf	Amgraf, Inc.	Kansas City, MO
amiserv	Amiga Network Information Systems	Lisle, Illinois
amix	Commodore Business Machines	West Chester, PA
amperif	Amperif Corporation	Omaha, Nebraska
ampex	Ampex Corporation	Redwood City, CA
amtfocus	Motorola, Inc. General Systems Secto	Arlington Heights
anacom1	Anacom General Corp.	Anaheim, CA
anagld	Analytics, Inc.	Columbia, MD
analogy	Analogy Inc.	Oregon
anasaz	Anasazi, Inc.	Phoenix, Arizona
andromeda	Rutgers Univ., Center for Computer	Newark, New Jersey
anet	Arbornet Inc, Community-access UNIX.	Ann Arbor, MI
anomaly	Small Business Systems, Incorporated	Esmond, RI
antares	Folsom Processes Engineering, Intel	Folsom, California
antiem	University of Vermont, Division of	Burlington, VT
anvil	Stratus Computer, Inc.	Marlboro, MA
anwar	HHB Systems	Mahwah, New Jersey
apci-sc	Apollo Computer, Inc.	Santa Clara, CA
apcichi	Apollo Computer Inc., Chicago Region	Illinois
apcihq	Hewlett-Packard Company	Chelmsford, MA
apcimsp	Apollo Computer Inc., Minneapolis,	Bloomington, MN
apcisea	Apollo Computer, Inc	Bellevue, WA
apctrc	Amoco Production Company, Tulsa Rese	Oklahoma
apex	Apex Computer Company	Redmond, WA
apexepa	Apex Software Corporation	Pittsburgh, PA
apin	Alberta Packet Information Network	CANADA
apl-em	Applied Physics Lab, University of	Seattle, WA
aplcen	Johns Hopkins University, APL Center	Laurel, MD
apollo	Hewlett-Packard Company	Chelmsford, MA
apple	Apple Computer, Inc.	Cupertino, CA
applicon	Schlumberger Technologies CAD/CAM di	Billerica, MA
applix	Applix, Incorporated	Westboro, MA
aps	Applied Processing Systems, Inc.	Ann Arbor, MI
apt	APT Technology, Inc.	San Jose, CA
arc	Advansoft Research Corporation	Santa Clara, CA
arcbsys	ARC Business Systems, Inc.	San Diego, CA
arclev	Richard L. Zuccarini & Asc.	Sepulveda, CA
arcturus	Rockwell International	Anaheim, CA
ardent	Ardent Computer Corporation	Sunnyvale, CA
argon	Lightspace Designs	Highland Park, NJ
argosy	MasPar Computer Corporation	Sunnyvale, CA
arinc	Aeronautical Radio, Inc.	Annapolis, MD
arizona	University of Arizona Computer Scien	Tucson, Arizona
ark	Southwestern Bell Telephone Co.	W Capitol, RM
arnold	Dave Arnold (An individual)	Mission Viejo, CA
array	Array Systems Computing, Inc.	Canada
artecon	Artecon Inc.	Carlsbad, CA
ashtate	Ashton-Tate	Torrance, CA
asi	Assessment Systems, Inc.	Philadelphia, PA
asiux1	Ameritech Applied Technologies, Inc.	Arlington Heights
ast	Northrop Corporation, Electronics Sy	Rolling Meadows IL
astroatc	Astronautics Technology Center	Madison, Wisconsin
astrovax	Princeton University, Dept. of Astro	Princeton, NJ
asuvax	Arizona State University, Engineerin	Tempe, Arizona
asylum	The Asylum	Belmont, CA
atari	Atari Corporation	Sunnyvale, CA
atexnet	Atex, Inc., An Eastman Kodak Subsidi	Billerica, MA
atexrd	Atex, Division of EPPS	Bedford, MA
atha	Athabasca University	Canada
athertn	Atherton Technology	Sunnyvale, CA
atina	Ministerio de Relaciones Exteriores	ARGENTINA
attain	Teradyne, Inc. Industrial/Consumer	San Jose, CA
attcan	AT&T Canada Inc.	Canada
atti07	AT&T International Operations Suppor	Basking Ridge, NJ
attvcr	AT&T Canada Inc.	Canada
aubsch	Auburn School Dept.	Auburn, Maine
aucis	Computer Science, Andrews University	Berrien Springs MI
audfax	AudioFAX, Inc.	Mableton, Georgia
auspex	Auspex Systems, Inc.	Santa Clara, CA
austral	D.O.C. Data Processing Systems	Naperville, IL
austsun	Sun Microsystems, Inc.	Dallas, Texas
auxnj	Cincinnati Bell Information Systems	Piscataway, NJ
avalon	Avalon, Through the Mists...	Redmond, WA
avatar	Avatar Consultants	Canoga Park, CA
avcocan	Avco Financial Services Ltd.	Canada
avcoint	Avco Financial Services INTL ISD	Irvine, California
avsd	Ampex Corporation	Redwood City, CA
award	Award Software, Inc	Los Gatos, CA
axis	Axis Digital	France
b-tech	Branch Technology	Ann Arbor, MI
bacchus	Durham Software Company	Durham, NC
badile	Institut fuer Integrierte Systeme,	Switzerland
balkan	Tools & Techniques, Inc.	Austin, Texas
balr	BALR Corporation	Oak Brook, IL
balrog	The Mines of Moria	Brookline, NH
bambam	On Word, Inc.	Santa Monica, CA
banana	Federal Express Corp.	Memphis, Tennessee
bang	Marquis Company	La Jolla, CA
baron	Shore Intermediate Maintenance Activ	San Diego, CA
bartal	Bartal Design Group, Inc.	Englewood, NJ
bartek1	Bartek Associates, Inc.	Barrington, IL
basis	BASIS Inc.	Emeryville, CA
batcomputer	Cornell University, Cornell Theory	Engineering and Th
bbn	Bolt Beranek and Newman Inc.	Cambridge, MA
bc-cis	Brooklyn College of CUNY	Brooklyn, New York
bcm	Baylor College of Medicine	Texas
bcosi	Bell Canada - Technology Services De	Canada
bcsaic	Boeing Computer Services Advanced Te	Seattle, WA
bcsfse	Boeing Computer Services Field Servi	Seattle, WA
bcsl	Business Computer Systems Ltd.	Canada
bdmrrr	BDM International, Inc.	McLean, Virginia
bdt	Beckemeyer Development Tools	Oakland, CA
beartrk	Bear Track Computer Company	Takoma Park, MD
beast	UNIX Review Magazine	San Francisco, CA
beaudin	residence	Canada
beauty	Happy Man Corp., publishing Solid Va	Vashon Island, WA
beeper	CPR, Inc.	Glen Burnie, MD
bei	Brandt Electronics Inc.	Mountain View, CA
bellcore	Bell Communications Research, Morris	Morristown, NJ
benton	Pre-Press Technologies, Inc.	Ca USA
beowulf	Function Consulting	Wisc
berner	Berner Information Inc.	Ontario
bert	Digital Source, Inc., San Diego CA	SD, California
beyonet	Beyonet Network	Bensalem, PA
bgsuvax	Bowling Green State Univ.	Bowling Green, OH
bigtex	Institute of Applied Cosmology	Austin, Texas
bigtuna	Bekesey Lab, Neurobiology, Pacific	Honolulu, Hawaii
bilanc	Computer Guidance & Support	Littleton, CO
bilver	Orlando Connection	Winter Park, FL
binky	Binky	Berkeley, CA
bionet	GenBank Online Service	Mountain View, CA
bit	Bipolar Integrated Technology, Inc.	Beaverton, Oregon
blender	not an organization	Alberta
bles	William T. Blessum, M.D.- Physical	Pearl River, LA
blia	Sharebase Corporation	Los Gatos, CA
blinky	Commodity Futures, Inc.	Woodside, CA
bliss	Stetson University, Dept. of Mathema	DeLand, Florida
blister	Solbourne Computer of Canada, Ltd.	Canada
blkhole	Research Unlimited	Escondido, CA
blnosz	Lise-Meitner-Schule, Oberstufenzentr	Germany
bloom-beacon	MIT Student Information Processing	Cambridge, MA
blunile	Blue Nile Software	Canada
bnr-vpa	Bell Northern Research, Dept 2J23	Canada
bnrmtv	Bell Northern Research, Mountain Vie	Mountain View, CA
boake2	Small Systems Consulting	Florida
bodedo	Matchmaker Electronic Pen-Pal Networ	Austin Texas
bogart	Internal Revenue Service, Computer	Washington, DC
bongo	The Hole in the Wall	California
boo	Bob Marrow	Concord, CA
boop	The C-Group	Bonita, California
bootstrap	Statisics and Operations Research,	Princeton, NJ
borg	Unix Security Newsletter	Seattle, WA
boulder	University of Colorado, Boulder	Boulder, Colorado
bpa	Bell Atlantic Company	Philadelphia, PA
brambo	Bramalea Software Systems Inc.	Ontario
bridge2	3Com Corporation, Network Systems Di	Santa Clara, CA
brindle	H&S Engineering	Cardiff by the Sea
bronson	Microvation Consultants	Madison, CT
brspyr1	BRS Software Products, A Division of	Latham, New York
brunix	Brown University	Providence, RI
bsu-cs	Department of Computer Science, Ball	Indiana
bthpyd	Bethel College	St Paul, Minnesota
btni	Boys Town National Research Hospital	Omaha, Nebraska
btr	BTR Communications Company	Mountain View, CA
bu-cs	Boston University, CS Dept.	Boston, MA
bu-tyng	Boston University Corporate Educatio	Tyngsboro, MA
bungia	NAPS International	St Paul, Minnesota
bunker	ISC/Bunker Ramo	Shelton, CT
bunny	GTE Laboratories	Waltham, MA
burdvax	Unisys Corporation, Paoli Research	Paoli, PA
buroco	BuroComp Inc.	Canada
bytepb	BYTE (McGraw-Hill)	Peterborough, NH
bywater	IBM TJ Watson Research Center	Yorktown Heights N
c3pe	C3, Incorporated, Design Engineering	Herndon, Virginia
ca1	Science And Technology Center	Apple Valley, CA
cacilj	CACI Products Company, La Jolla	La Jolla, CA
cadnetix	Dazix Corporation	Boulder, Colorado
cadovax	Contel Business Systems, Computer Op	Torrance, CA
cadre	University of Pittsburgh, Decision	Pittsburgh, PA
cadreor	Cadre Technologies	Beaverton, Oregon
cae780	Comdisco Systems Inc.	Foster City, CA
caeco	Mentor Graphics / IC Group	USA
caen	College of Engineering, University	Ann Arbor, MI
caladan	Caladan, Homeworld of House Atreides	Redmond, WA
caldwr	California Department of Water Resou	Sacramento, CA
calmasd	Computervision (Calma) - A Division	San Diego, CA
camber	Home machine	Seminole, Florida
camco	Seattle Unix User's Group (Slug)	Mercer Island, WA
camtwh	Orama Incorporated	Canada
canada	VE6BBM/VE6TCP Packet Radio Gateway	Edmonton, Alberta
canisius	Canisius College Computer Science De	New York
canstar	Alcatel Canada Wire, Inc.	Canada
cantuar	Computer Science, University of Cant	New Zealand
capmkt	Capital Market Technology, Inc.	Berkeley, CA
capone	Computer Consoles Inc., CPD	Irvine, California
casemo	CASE / Datatel, Inc.	Annapolis Junction
casper	Casper's Place QNX	OR USA
castle	The Castle PAUS	Millwood, New York
cayman	Cayman Systems, Inc.	Cambridge, MA
cbmtor	Commodore Business Machines Limited	Canada
cbmvax	Commodore Business Machines	West Chester, PA
cca	Computer Corporation of America	Cambridge, MA
cccan	Canadian Computer/Communications All	Canada
cci632	Computer Consoles, Inc., Communicati	Rochester, NY
ccicpg	ICL Advanced Development, Irvine CA	Irvine, California
ccnysci	City College of New York	New York, New York
cctb	Chemical Computer Thinking Battery	Bellevue, WA
cdbhp1	Emory University Cardiac Data Bank	Atlanta, Georgia
cdin-1	CompuData Inc.	Phila, PA
cdl	Clarendon Datex Ltd.	West Vancouver, BC
cdp	Community Data Processing(CdP)	Menlo Park, CA
cdscom	Coines Dealership Systems	Hunt Valley, MD
cdspr	Center for Digital Signal Processing	Piscataway, NJ
cedm01	AT&T Canada (Edmonton Office)	Edmonton Alberta
celerity	FPS Computing, San Diego	San Diego, CA
celia	Rhythm & Hues, Inc.	Hollywood, CA
celit	Cray Research Superservers Inc., San	San Diego, CA
censor	Bell Canada, Technology Research -	Canada
cepu	UCLA Dept. of Neurology / VA Wadswor	Los Angeles, CA
cerl	US Army Construction Engineering Res	Champaign, IL
cfcl	Canta Forda Computer Laboratory	Pacifica, CA
cfctech	Chrysler Financial Corp, MIS, Distri	Southfield, MI
cfg	Caine, Farber & Gordon, Inc.	Pasadena, CA
cfisun	The Consumer Financial Institute	Waltham, MA
cg-atla	Agfa Compugraphic Division	Mass
cgh	Chimitt Gilman Homchick, Inc.	Wayne, PA
chara	Center for High Angular Resolution	Atlanta, Georgia
cherniak	Cherniak Giblon	Ontario Canada
chinacat	Unicom Systems Development, Inc.	Austin, Texas
chinet	Chinet - Public Access Un*x	Ill
chip	M/A-COM Government Systems Inc.	San Diego, CA
chips	Chips and Technologies, San Jose	San Jose, CA
chkpt	CheckPoint Computing	San Jose, CA
chp	Coach House Press	CANADA
chuo	Chuo Trust & Banking, CO. Ltd.	New York, New York
chvax	UNIX Interessengemeinschaft Schweiz	Zuerich
cichlid	Independent Consultant	Felton, California
cinele	Cincinnati Electronics, Corp	Ohio
cipric	Ciprico, Inc	Plymouth, MN
cit-vax	California Institute of Technology,	Pasadena, CA
citi	Center for Information Technology In	Ann Arbor, MI
cjsa	C. Jeffery Small and Associates	Mercer Island, WA
clif	Clif Flynt	Ypsilanti, MI
clipper	Intergraph Corp, Advanced Processor	Palo Alto, CA
clmqt	Enterprise Information System	Marquette, MI
cloud9	Stratus Computer, Inc.	Marlboro, MA
clout	/usr/group/chicago, inc.	Chicago, Illinois
clsib21	CLSI, Inc.	Newtonville, MA
clunk	Home computer of Don McKillican	Canada
cmcl2	New York University	New York, New York
cmkrnl	Kernel Mode Consulting	San Diego, CA
cms2	Christian Medical & Dental Society	Richardson, Texas
cmucspt	Carnegie Mellon University, School	Pittsburgh, PA
cnseq1	Oracle Corporation Canada, MIS Dept.	Canada
cocktrice	Mike's Playground	New Mexico
cogent	Cogent Software Solutions, Inc.	Stockton, CA
cognos	Cognos Incorporated	Canada
coherent	Coherent Thought Inc.	Palo Alto, CA
cohesive	Racal-Milgo	Los Gatos, CA
colnet	Columbus Public Access Usenet Distri	Pickerington, Ohio
colossus	edm enterprises	Woodinville, WA
columbia	Department of Computer Science, Colu	New York, New York
com50	Com Squared Systems	Eagan, Minnesota
comback	Relay Site	Quebec
compus	CompuSoft - Business Systems Develop	Canada
comspec	Comspec	Toronto Ontario
comsto	Comstock Associates	Sunnyvale, CA
conexch	Dighera Data Services	Santa Ana, CA
consci	Concurrent Sciences, inc.	Moscow, Idaho
contact	loeffler & co.	scarborough ont
contek	Connection Technologies	Harvard, MA
convex	Convex Computer Corporation	Richardson, Texas
cookie	Tiger Software, Inc.	Omaha, Nebraska
cooper	The Cooper Union for the Advancement	NY, New York
coplex	Copper Electronics, Inc.	Louisville, KY
cornell	Cornell University, Computer Science	Ithaca, New York
corpane	Corpane Industries Incorporated	Louisville, KY
corton	Fnet, c/o INRIA	France
corum	Unisys Corporation	Eagan, Minnesota
cos	Corporation for Open Systems	McLean, Virginia
cosi	COS, Inc.	Lawrenceville, NJ
coxeng1	Cox Engineering Company	Brighton, MA
coyote	Datalog Consulting	Tucson, Arizona
cp1	Chesapeake & Potomac Tel. Companies,	Silver Spring, MD
cp2	Chesapeake & Potomac Tel. Companies,	Silver Spring, MD
cp4	Chesapeake & Potomac Tel. Companies,	Silver Spring, MD
cpmx	Chesapeake & Potomac Tel. Companies,	Silver Spring, MD
cprmtn	Cooper Mountain R&D	Beaverton, Oregon
cpro	My Gateway system	Hayward, CA
cpsolv	Computer Problem Solving	Kansas
crackers	Clearpoint Research Corp.	Hopkinton Mass
crash	CTS Network Services	El Cajon, CA
cray	Cray Research, Inc.	Eagan, Minnesota
crayamid	Cray Research, Inc.	Mendota Heights MN
crdgw1	GE Corporate R&D Center	Schenectady, NY
crdos1	GE Corporate R&D Center	Schenectady, NY
crpmks	CIBA-GEIGY Corp. Dept. of Coatings,	Hawthorne, NY
crsfld	Crosfield - Camex - Hastech, Inc.	Manchester, NH
crucible	PowerTools	Austin, Texas
crux	Midnix - Mid-South Unix Users	Memphis, Tennessee
cruzio	Cruzio	Santa Cruz, CA
cs-col	NCR E&M-Columbia Customer Services	W Columbia, SC
csccat	Computer Support Corporation	Texas
csdev	Challenger Software	Homewood, Illinois
cshub	San Francisco State University	San Francisco, CA
csi	Communications Solutions Inc., Softw	San Jose, CA
csibtfr	Condor Systems, INC.	San Jose, CA
csn	Colorado SuperNet Inc	Golden, Colorado
csuchico	California State University, Chico	California
csuf3b	Department of Computer Science, Cali	Fresno, California
csufres	Department of Computer Science, Cali	Fresno, California
csuh	California State University, Hayward	Hayward, CA
csula-ps	California State University, Los Ang	Los Angeles, CA
csun	California State University, Northri	Northridge, CA
csusac	California State University, Sacrame	Sacramento, CA
csustan	California State University, Stanisl	California
ctdi1	Communications Test Design, Inc.	West Chester, PA
cti	Cornerstone Technology, Inc.	Sunnyvale, CA
ctmsd2	City of Toronto Management Services	Canada
ctnews	Convergent Technologies	San Jose, CA
ctsj	Unisys/Convergent San Jose Sales Off	San Jose, CA
cucard	Columbia University, College of P &	New York City, NY
cucstud	Columbia Union College, Math Science	Takoma Park, MD
cuok	Cameron University	Lawton, Oklahoma
cutsys	Paul's Auto Imports	Oregon
cvedc	Prime/Computervion ECAE Development	Beaverton, Oregon
cvl	Center for Automation Research, Univ	College Park, MD
cwi	Caseware, Inc.	Costa Mesa, CA
cwjcc	Case Western Reserve Univ. Jennings	Cleveland, Ohio
cybvax0	Cybermation, Inc.	Medford, MA
dacom1	Data Communication Co.	Korea
daisy	Daisy/Cadnetix -- An Intergraph Comp	Sunnyvale Californ
daitc	Defense Applied Information Technolo	Alexandria, VA
dale	Titan Linkabit Corp.	San Diego, CA
dalsil	Summer Institute of Linguistics - Da	Dallas Texas
dalsqnt	Sequent Computer Systems, Inc.	Dallas, Texas
danger	Hull Trading Co.	Chicago, Illinois
darth	Darth Software	Allison Park, PA
dartvax	Dartmouth College, Kiewit Computatio	Hanover, NH
das13	Snide Inc.	Folcroft, PA
dasys1	The Big Electric Cat	New York, New York
dataco	Canadian Marconi Company, DataComm	Canada
datacube	Datacube Inc.	Peabody, MA
daysinns	Days Inns of America	NE Atlanta, GA
dayton	Department Store Division of Dayton	Minneapolis, MN
dayvb	Science Applications International	Ohio
dazixca	Dazix -- An Intergraph Company	Mountain View, CA
dbi	ana-systems, inc.	Foster City, CA
dbk	Custom Solutions	Emerson, NJ
dcatla	Digital Communications Associates	Alpharetta, GA
dcdwest	ITT Defense Communications Division	San Diego, CA
dcfcen	Buenos Aires Univ.,Facultad Ciencias	Argentina
dcrlg5	Defense Contract Administration Serv	San Bruno, CA
dcs	DSC edv systemtechnik GmbH	Germany
dds	Digital Data Systems, Inc.	Fort Lauderdale FL
ddsw1	Macro Computer Solutions, Inc. / MCS	Chicago, Illinois
decide	Decisions, Decisions!	California
decuac	Digital Equipment Corp., Software Se	Landover, MD
decvax	Digital Equipment Corporation	Nashua, NH
decwrl	Digital Equipment Corporation, Weste	Palo Alto, CA
deincr	Delker Electronics, Inc.	US Mail
delbr	The Jarrett Family	La Mesa, CA
denwa	Info Connections	West Los Angeles C
depot	Kansas State University Dept. of Com	Manhattan, Kansas
desint	Interrupt Technology Corporation	Manhattan Beach CA
desktech	Deskstation Technology, Incorporated	Kansas
destroyer	The University of Michigan, Informat	Ann Arbor, MI
dev	Defense Technical Information Center	Alexandria, VA
devcom	Devcom Mid-America, Inc.	Oak Brook, IL
develop	Ministerio de la Funcion Publica	ARGENTINA
dg-rtp	Data General Corp.	Research Triangle
dgcad	Data General Corporation, SDD	Sunnyvale, CA
dgis	Defense Technical Information Center	Alexandria, VA
dhump	Nubeat Communications	Wisconsin
digi	DSC Communications	Plano, Texas
digibd	Digi Board	St Louis Park, MN
diogenes	Operating Systems Engineering Corpor	La Honda, CA
discg1	Defense Industrial Supply Center	Philadelphia, PA
discrs	DISC ACCESS Products Group, Inc.	Georgia
disk	Digital Information Systems of Kentu	Louisville, KY
ditka	Chicago Software Works	Menlo Park, CA
dkstar	Jon Bennett	Lawrenceville, GA
dkuug	DKUUG - Dansk UNIX-system Bruger Gru	K|benhavn \
dlag1	HQ U. S. Defense Logistics Agency/DL	Alexandria, VA
dlb	D. L. Buck and Associates, Inc.	San Jose, CA
dlogics	Datalogics, Inc.	Chicago, Illinois
dlscg1	Defense Reutilization and Marketing	Michigan
dlscg2	Defense Logistics Services Center	Michigan
dlscg3	Defense Logistics Services Center	Michigan
dlss2	Southwestern Bell Telephone Co.	Dallas, Texas
dmk3b1	David Keaton (individual)	Branford, CT
dmntor	Digital Media Networks Inc.	Canada
dms1	Dawnlee Management Systems	Lyndhurst
dms3b1	Infotouch Systems, Inc.	Bedford, Texas
dmsd	DMS Design	San Luis Obispo CA
dogcow	Alisa Systems, Inc.	Pasadena, CA
dorothy	Joe Stong Software	San Francisco, CA
doulos	EES Inc./Doulos Publishing	Dallas, Texas
dpdvax	Data Processign Design	Anaheim, CA
dpmizar	Datapoint Corporation, Product Devel	San Antonio, Texas
dptcdc	Datapoint Corporation, Canadian Deve	Canada
dptspd	Datapoint Corporation	San Antonio, Texas
dragon	Computer Projects Unlimited	Tucker, Georgia
dragos	Hewlett Packard	CANADA
drbear	Drummer Bear Systems	Menlo Park, CA
drd	DRD Corporation	Tulsa, Oklahoma
drexel	Drexel University, Electrical & Comp	Phila, PA
drilex	DRI/McGraw-Hill	Lexington, MA
dropte	Intel Corporation, OMO Software Engi	Hillsboro, Oregon
druid	D'Arcy Cain Consulting	Ontario
dsac	U. S. Defense Logistics Agency Syste	Columbus, Ohio
dsacg1	U. S. Defense Logistics Agency Syste	Columbus, Ohio
dsachg1	DLA Systems Automation Center	Ogden, Utah
dsacng1	Defense Systems Automation Center No	Michigan
dscatl	Digital Systems Company, Inc.	Duluth, Georgia
dscvax2	Digital Sound Corporation	Santa Barbara, CA
dse	Ampex Corporation, Design Support En	Colorado
dsinc	Datacomp Systems, Inc.	Huntingdon Valley
dspvax	MIT Digital Signal Processing Group	Cambridge, MA
dsw	Data Systems West	Sherman Oaks, CA
dticg1	Defense Technical Information Center	Alexandria, VA
dtscp1	Digital Transmission Systems	Duluth, Georgia
dtseng	DTS Engineering & Consulting	Hudson, NH
duboce	AIDS Information Development System	San Francisco, CA
dukcds	Center for Demographic Studies, Duke	Durham, NC
duke	Duke University Department of Comput	N C
dukeac	Center for Academic Computing, Duke	North Carolina
dumbcat	MH Software	Hayward, CA
dungeon	MCP Systems	Richardson, Texas
dunike	University of Denver	Denver, Colorado
durin	SPARTA, Inc, Laguna Hills Operation	Laguna Hills, CA
dvinci	University of Saskatchewan, College	Canada
dvlmarv	Develcon Electronics Ltd.	Ontario
dwon	Center for Information Technology In	Ann Arbor, MI
dybbuk	Telerate Canada Inc.	Canada
dynasys	Dynasys	Memphis, Tennessee
dyndata	Dynamic Data and Electronics	Edmonds, WA
eakins	Eakins Associates	Mountain View, CA
earvax	Eaton-Peabody Laboratory of Auditory	Massachusetts
eastern	Public Affairs Services	Toronto Ontario Ca
ecicrl	Elegant Communications, Inc.	Canada
ecijmm	Elegant Communications, Inc.	Canada
eclectic	Eclectic Systems	Canada
ecord	Ministerio de la Funcion Publica	ARGENTINA
ecsgate	UNC Educational Computing Service	Research Triangle
ecsvax	UNC Educational Computing Service	Research Triangle
edinboro	Edinboro University of PA.	Edinboro, PA
edm	Unexsys systems inc.	Can
ednor	Boston Business Computing, Ltd.	Lawrence, MA
eds1	Senate of Pennsylvania	Main Capitol Bldg
edsews	Electronic Data Systems	Troy, Michigan
edsi	Enterprise Data Systems Incorporated	Appleton, WI
edsr	EDS Advanced Research	Dallas, Texas
eecae	Mich. State Univ., Engineering R &	E Lansing, MI
eedsp	School of Electrical Engineering	Atlanta, Georgia
eeg	EEG Systems Laboratory	San Francisco, CA
efccim	Electrofusion Corporation	Fremont, CA
efceng	Electrofusion Corporation, Engineeri	Fremont, CA
egg-id	Idaho National Engineering Laborator	Idaho Falls, Idaho
egrunix	Oakland University	Rochester, MI
egsner	Central Iowa (Model) Railroad	Plano, Texas
eiger	Institut fuer Integrierte Systeme,	Switzerland
elan	Elan Computer Group, Inc.	Mountain View, CA
elandes	ELAN designs	Saratoga, CA
electro	Electrohome Electronics	Canada
elektro	C and J Systems	Gahanna Ohio
elgar	Elgar Corporation	San Diego, CA
ellery	Ellery Systems, Inc.	Boulder, Colorado
elrond	CalComp Inc., A Lockheed Company	Hudson, NH
elroy	Image Analysis Group, Image Processi	Pasadena CA USA
elsie	National Institutes of Health	Bethesda, MD
emcard	Emory University Cardiac Data Bank	Atlanta, Georgia
emg	Technology Resource Center	LA, California
emily	University of Vermont, Division of	Burlington, VT
emory	Math and Computer Science, Emory Uni	Atlanta, Georgia
emoryu1	Computing Center, Emory University	Atlanta, Georgia
emunix	Eastern Michigan University, Univers	Ypsilanti, MI
encore	Encore Computer Corporation	Marlborough, MA
enea	Enea Data AB	Sweden
engvax	Hughes Aircraft Co., Space & Communi	Los Angeles, CA
enky	Enkys	Portland, Oregon
entire	Entire Inc., Engineering Center, Wes	New York
enuucp	Arizona State University, Engineerin	Tempe, Arizona
epds01	Ford Motor Company	Dearborn, Michigan
epiwrl	Entropic Processing, Inc.	Washington, DC
eplunix	Eaton-Peabody Laboratory of Auditory	Massachusetts
epochsys	Epoch Systems, Inc.	Westboro, MA
ericom	Ericsson Telecom AB	Sweden
ermhs	Computer Technology Institute (cti)	Greece
ernest	Texas Instruments	Plano, Texas
ernie	Digital Source, Inc., San Diego CA	SD, California
errante	Ministerio de Relaciones Exteriores	ARGENTINA
esc-bb	Eclipse Systems Corporation	Texas
esca	ESCA Corporation	Bellevue, WA
escargot	Coredump Central	Beaverton, Oregon
eskimo	Eskimo North	Seattle, WA
esosun	Science Applications International	Mail Stop
esprit	/dev/null Software	Samta Ana, CA
esquire	Davis Polk & Wardwell	New York
estad	Ministerio de la Funcion Publica	ARGENTINA
esther	Advanced Computer Consulting, Inc	Charlottesville VA
esunix	Evans & Sutherland Computer Corporat	Salt Lake City, UT
ethos	Humanities Forum Network	Gray, Tennessee
ethz	Kommunikationssysteme, ETH Zuerich	Switzerland
etrivax	Electonics and Telecommunication Res	Korea
eurynome	eurynome	Grand Rapids, MI
exc	Exceptions	Hillsboro, Oregon
excelan	Novell Corp.	San Jose, CA
execu	Comshare - Austin Dev Center	Austin, Texas
faatcrl	Federal Aviation Administration	Atlantic City Inte
fai	Fujitsu America Inc.	San Jose, CA
fantasci	Fantasci Incorporated / Fantasci Gam	Edgewater Park, NJ
farcomp	Farallon Computing Inc.	Emeryville, CA
farside	Calyx Corporation	Brookfield, WI
fasfax	Fasfax Corporation	Nashua, NH
fdurt1	Fairleigh Dickinson University	Madison, NJ
fed	Board of Governors of the Federal Re	Washington, DC
